SS18941,Stabilo Sensor F-tip Fineliner Pen Blue (Pack of 10) 189/41,15121,108,189/41,F,N,10,35.09,23.39,1,100011,4.01E+12,N.1,Unnamed: 14,SS18941.1,Stabilo,Stabilo.1,4,1.1,0.1,N.2,44121702,0,Stabilo Sensor F-tip Fline Blu Pk10,Unnamed: 25
,,,,,,Y,,,,1,,,Y,,,,,,998,,Y,,0,,
,,,,,,Y,,,,1,,,Y,,,,,,998,,Y,,0,,
,,,,,,Y,,,,1,,,Y,,,,,,998,,Y,,0,,
,,,,,,Y,,,,1,,,Y,,,,,,1,,Y,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,Y,,0,,
,,,,,,Y,,,,1,,,Y,,,,,,1,,Y,,0,,
,,,,,,Y,,,,1,,,Y,,,,,,14,,N,,0,,
,,,,,,Y,,,,1,,,Y,132165,,,,,14,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,132159,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,Y,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,113620,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,100367,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,100364,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,100362,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,100363,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,123401,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,123407,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,123414,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,516453,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,516445,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,516420,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,516526,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,516518,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,516501,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,516461,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,535598,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,997,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,Y,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,102517,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,102522,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,553371,,,,,1,,N,,0,,
,,,,,,Y,,,,1,,,Y,553403,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,553411,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,535604,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,535686,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,535678,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,535620,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,535612,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,Y,,,,1,,,Y,,,,,,14,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,15977,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,263781,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,522605,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,522613,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,522581,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,522598,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,489355,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,522532,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,522565,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,316464,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,316456,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,316448,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,316423,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,316431,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,481318,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,481448,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,316472,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,470512,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,396605,,,,,999,,N,,0,,
,,,,,,N,,,,1,,,Y,396581,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,481812,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,481618,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,391158,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,391133,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,391190,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,314351,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,399762,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,481561,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,481538,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,481545,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,151810,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,164181,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,487486,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,487501,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,397706,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,390851,,,,,1,,Y,,0,,
,,,,,,N,,,,1,,,N,315533,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,396540,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,396532,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,396565,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,396558,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,396508,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,396524,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,390908,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,546012,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,546020,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,513304,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,520574,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,520582,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,399770,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,478518,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,399843,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,314376,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,313908,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,495386,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,112374,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,112373,,,,,1,,N,,0,,
,,,,,,Y,,,,1,,,N,391433,,,,,1,,N,,0,,
,,,,,,Y,,,,1,,,N,,,,,,777,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,997,,N,,0,,
,,,,,,N,,,,1,,,Y,314498,,,,,997,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,997,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,471516,,,,,1,,Y,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,471484,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,471476,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,482095,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,482005,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,482128,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,514510,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,514568,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,514584,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,514502,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,514592,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,514576,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,494633,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,495094,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,495264,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,Y,,,,1,,,Y,,,,,,997,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,Y,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,Y,,,,1,,,Y,141522,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,Y,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,Y,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,Y,,,,0,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,102483,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,127270,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,127254,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,127241,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,169132,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,Y,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,100816,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,100815,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,150624,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,102470,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,Y,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,Y,,,,1,,,Y,101660,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,108707,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,108710,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,104220,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,104222,,,,,1,,N,,0,,
,,,,,,Y,,,,1,,,Y,,,,,,997,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,Y,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,100695,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,100696,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,100697,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,100698,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,543342,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,Y,,,,1,,,Y,125084,,,,,777,,N,,0,,
,,,,,,Y,,,,0,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,997,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,106764,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,106760,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,106763,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,106761,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,103632,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,Y,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,Y,,,,1,,,Y,,,,,,777,,N,,0,,
,,,,,,Y,,,,1,,,Y,,,,,,777,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,Y,,,,1,,,Y,124501,,,,,777,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,997,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,Y,,0,,
,,,,,,N,,,,1,,,Y,,,,,,999,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,Y,,,,1,,,Y,,,,,,777,,N,,0,,
,,,,,,Y,,,,1,,,Y,,,,,,777,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,997,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,997,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,997,,N,,0,,
,,,,,,N,,,,1,,,Y,277728,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,557531,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,997,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,Y,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,997,,N,,0,,
,,,,,,N,,,,1,,,Y,557394,,,,,1,,N,,0,,
,,,,,,Y,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,557378,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,Y,,,,1,,,Y,,,,,,777,,N,,0,,
,,,,,,Y,,,,1,,,Y,,,,,,777,,N,,0,,
,,,,,,Y,,,,1,,,Y,,,,,,777,,N,,0,,
,,,,,,Y,,,,1,,,Y,,,,,,777,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,Y,,,,1,,,Y,,,,,,777,,N,,0,,
,,,,,,N,,,,1,,,Y,102835,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,89019,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,89043,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,206762,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,206770,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,89035,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,997,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,997,,N,,0,,
,,,,,,N,,,,1,,,Y,113850,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,999,,N,,0,,
,,,,,,Y,,,,0,,,Y,,,,,,1,,N,,0,,
,,,,,,Y,,,,0,,,Y,,,,,,1,,N,,0,,
,,,,,,Y,,,,0,,,Y,,,,,,1,,N,,0,,
,,,,,,Y,,,,0,,,Y,,,,,,1,,N,,0,,
,,,,,,Y,,,,0,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,113621,,,,,1,,N,,0,,
,,,,,,Y,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,103049,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,162731,,,,,1,,N,,0,,
,,,,,,Y,,,,1,,,Y,159384,,,,,1,,N,,0,,
,,,,,,Y,,,,1,,,Y,160478,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,166374,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,163908,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,165126,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
